days,fips,tot_cases,tot_death,new_death,actual cases,predicted cases,%error,%accuracy,predicted rounded,rounded %error,rounded %accuracy
303,45,174591,3889,13,1100,1012.912,7.917090909,92.08290909,1013,7.909090909,92.09090909
90,28,937,20,4,90,132.577,47.30777778,52.69222222,133,47.77777778,52.22222222
242,51,119747,2569,1,938,674.984,28.04008529,71.95991471,675,28.03837953,71.96162047
317,28,131970,3519,5,1305,1236.284,5.26559387,94.73440613,1236,5.287356322,94.71264368
154,28,16322,782,14,301,368.107,22.29468439,77.70531561,368,22.25913621,77.74086379
103,28,2942,98,5,300,188.337,37.221,62.779,188,37.33333333,62.66666667
278,37,217496,3634,5,610,2073.916,239.9862295,-139.9862295,2074,240,-140
334,51,237836,4062,4,1893,2528.092,33.54949815,66.45050185,2528,33.54463814,66.45536186
188,13,97534,2878,18,1642,3124.271,90.27228989,9.72771011,3124,90.25578563,9.744214373
234,51,112072,2443,7,1212,837.36,30.91089109,69.08910891,837,30.94059406,69.05940594
110,1,4946,165,52,223,552.45,147.735426,-47.73542601,552,147.5336323,-47.53363229
174,28,22287,978,40,1646,760.707,53.7845079,46.2154921,761,53.76670717,46.23329283
325,1,228373,3451,32,2463,2736.911,11.12103126,88.87896874,2737,11.12464474,88.87535526
268,1,148206,2480,-8,1053,928.41,11.83190883,88.16809117,928,11.8708452,88.1291548
218,51,95867,2299,25,818,1251.616,53.00929095,46.99070905,1252,53.05623472,46.94376528
293,13,364909,7657,19,1134,1536.934,35.53209877,64.46790123,1537,35.53791887,64.46208113
109,21,2707,144,7,185,130.176,29.63459459,70.36540541,130,29.72972973,70.27027027
278,12,707751,14671,43,1813,1741.888,3.922338665,96.07766133,1742,3.916161059,96.08383894
210,1,82530,1493,1,1260,1612.05,27.94047619,72.05952381,1612,27.93650794,72.06349206
118,21,4146,213,5,72,158.768,120.5111111,-20.51111111,159,120.8333333,-20.83333333
311,51,190874,3704,22,2103,1353.03,35.66191155,64.33808845,1353,35.66333809,64.33666191
90,45,925,18,2,151,131.312,13.0384106,86.9615894,131,13.24503311,86.75496689
83,47,615,2,0,110,86.071,21.75363636,78.24636364,86,21.81818182,78.18181818
189,47,53514,665,12,1359,1355.93,0.225901398,99.7740986,1356,0.220750552,99.77924945
266,21,62731,1119,7,814,889.616,9.289434889,90.71056511,890,9.336609337,90.66339066
320,21,137586,1661,3,1449,1898.205,31.0010352,68.9989648,1898,30.98688751,69.01311249
274,45,147942,3378,19,308,889.362,188.7538961,-88.7538961,889,188.6363636,-88.63636364
223,51,101746,2344,17,996,887.241,10.91957831,89.08042169,887,10.9437751,89.0562249
246,37,173509,2779,38,1216,1973.733,62.31356908,37.68643092,1974,62.33552632,37.66447368
265,12,677362,13317,21,1671,1997.921,19.56439258,80.43560742,1998,19.56912029,80.43087971
287,12,729591,15531,119,2657,3172.724,19.41001129,80.58998871,3173,19.42039895,80.57960105
142,51,34950,1136,37,813,971.716,19.52226322,80.47773678,972,19.55719557,80.44280443
90,13,3224,103,19,389,828.815,113.062982,-13.06298201,829,113.1105398,-13.11053985
145,51,37727,1208,37,1483,1042.925,29.67464599,70.32535401,1043,29.66958867,70.33041133
277,12,705938,14628,74,2726,2766.984,1.503448276,98.49655172,2767,1.504035216,98.49596478
86,45,456,9,2,32,80.531,151.659375,-51.659375,81,153.125,-53.125
101,37,3908,74,9,257,240.615,6.375486381,93.62451362,241,6.225680934,93.77431907
253,12,644781,12115,200,2006,3371.306,68.06111665,31.93888335,3371,68.04586241,31.95413759
175,37,54470,1251,28,854,1492.366,74.7501171,25.2498829,1492,74.70725995,25.29274005
78,47,98,0,0,25,26.903,7.612,92.388,27,8,92
205,12,385091,5518,173,10171,10580.215,4.023350703,95.9766493,10580,4.02123685,95.97876315
109,47,6763,145,4,433,179.008,58.65866051,41.34133949,179,58.66050808,41.33949192
252,12,642775,11915,44,1797,2231.387,24.17289928,75.82710072,2231,24.15136338,75.84863662
88,13,2592,79,14,225,608.401,170.4004444,-70.40044444,608,170.2222222,-70.22222222
190,45,48909,884,38,1557,1581.713,1.587219011,98.41278099,1582,1.605651895,98.39434811
228,45,105882,2260,56,1041,920.971,11.5301633,88.4698367,921,11.52737752,88.47262248
330,21,166139,1835,26,3301,3293.735,0.220084823,99.77991518,3294,0.212056952,99.78794305
75,37,32,0,0,9,5.975,33.61111111,66.38888889,6,33.33333333,66.66666667
330,12,946956,18254,97,8126,9596.242,18.09305932,81.90694068,9596,18.09008122,81.90991878
222,1,101334,1768,17,981,1337.296,36.3196738,63.6803262,1337,36.28950051,63.71049949
180,1,36350,924,1,1245,683.369,45.11092369,54.88907631,683,45.14056225,54.85943775
101,47,4863,98,4,228,289.982,27.18508772,72.81491228,290,27.19298246,72.80701754
153,12,55415,2460,9,651,828.647,27.28832565,72.71167435,829,27.34254992,72.65745008
274,28,98886,2979,10,696,662.846,4.763505747,95.23649425,663,4.74137931,95.25862069
214,51,91782,2218,3,981,1131.527,15.34424057,84.65575943,1132,15.39245668,84.60754332
102,51,5077,130,9,568,391.333,31.10334507,68.89665493,391,31.16197183,68.83802817
149,1,16729,594,10,467,473.138,1.314346895,98.6856531,473,1.284796574,98.71520343
154,21,10185,442,3,139,281.839,102.7618705,-2.761870504,282,102.8776978,-2.877697842
257,47,171824,2078,14,933,1498.548,60.61607717,39.38392283,1499,60.66452304,39.33547696
242,12,612206,11105,148,3132,3397.263,8.469444444,91.53055556,3397,8.461047254,91.53895275
248,47,160597,1837,22,1051,1457.016,38.63139867,61.36860133,1457,38.62987631,61.37012369
302,21,101494,1442,14,1857,1713.055,7.751480883,92.24851912,1713,7.754442649,92.24555735
246,21,49991,966,18,806,774.082,3.960049628,96.03995037,774,3.970223325,96.02977667
103,13,12203,447,15,157,653.929,316.5152866,-216.5152866,654,316.5605096,-216.5605096
267,28,95310,2874,4,737,465.136,36.88792402,63.11207598,465,36.9063772,63.0936228
320,13,424989,8957,1,2084,1504.141,27.82432821,72.17567179,1504,27.83109405,72.16890595
321,51,206763,3835,30,2125,2095.179,1.403341176,98.59665882,2095,1.411764706,98.58823529
122,13,26176,1167,56,935,776.617,16.93935829,83.06064171,777,16.89839572,83.10160428
160,51,51738,1496,19,487,742.881,52.54229979,47.45770021,743,52.56673511,47.43326489
288,37,236407,3856,40,1926,1946.545,1.066718588,98.93328141,1947,1.090342679,98.90965732
92,13,4806,154,24,570,934.034,63.86561404,36.13438596,934,63.85964912,36.14035088
262,45,136318,3177,19,872,873.786,0.204816514,99.79518349,874,0.229357798,99.7706422
226,37,142636,2287,38,1978,1206.842,38.9867543,61.0132457,1207,38.97876643,61.02123357
178,21,14859,553,7,242,242.785,0.324380165,99.67561983,243,0.41322314,99.58677686
206,21,25931,691,7,784,673.456,14.1,85.9,673,14.15816327,85.84183673
95,13,6353,208,10,422,296.032,29.85023697,70.14976303,296,29.85781991,70.14218009
164,28,19348,889,21,865,481.983,44.27942197,55.72057803,482,44.27745665,55.72254335
188,51,66740,1881,28,638,727.653,14.05219436,85.94780564,728,14.10658307,85.89341693
238,21,44568,895,10,669,737.404,10.22481315,89.77518685,737,10.16442451,89.83557549
228,37,145508,2343,30,1662,1236.187,25.62051745,74.37948255,1236,25.63176895,74.36823105
113,28,5153,201,18,437,316.203,27.6423341,72.3576659,316,27.68878719,72.31121281
260,13,313535,6419,21,2669,1504.694,43.62330461,56.37669539,1505,43.61183964,56.38816036
248,13,290938,5931,63,2298,2477.612,7.816013925,92.18398607,2478,7.832898172,92.16710183
122,12,34728,1314,46,1038,1026.487,1.109152216,98.89084778,1026,1.156069364,98.84393064
300,13,377553,7827,18,1346,1849.576,37.4127786,62.5872214,1850,37.44427935,62.55572065
139,45,8942,391,6,126,176.743,40.27222222,59.72777778,177,40.47619048,59.52380952
284,21,79445,1249,7,989,1014.839,2.612639029,97.38736097,1015,2.628918099,97.3710819
195,37,87756,1510,7,1846,1874.034,1.518634886,98.48136511,1874,1.516793066,98.48320693
300,51,175409,3600,19,1134,1072.967,5.382098765,94.61790123,1073,5.379188713,94.62081129
134,13,33331,1505,41,558,554.865,0.561827957,99.43817204,555,0.537634409,99.46236559
324,37,325158,4936,38,4296,3511.859,18.25281657,81.74718343,3512,18.24953445,81.75046555
191,12,229367,4009,56,8891,10166.62,14.34731751,85.65268249,10167,14.3515915,85.6484085
192,21,18670,620,8,425,430.647,1.328705882,98.67129412,431,1.411764706,98.58823529
297,47,241513,3076,65,3606,2437.131,32.41455907,67.58544093,2437,32.4181919,67.5818081
213,13,190734,3752,81,4308,4483.593,4.07597493,95.92402507,4484,4.08542247,95.91457753
221,45,99460,2007,45,1241,1337.39,7.767123288,92.23287671,1337,7.735697019,92.26430298
190,1,46991,1057,25,1170,1401.151,19.75649573,80.24350427,1401,19.74358974,80.25641026
121,1,7306,280,20,201,329.931,64.14477612,35.85522388,330,64.17910448,35.82089552
103,12,19337,461,15,892,707.336,20.70224215,79.29775785,707,20.73991031,79.26008969
293,1,173485,2789,1,859,1081.139,25.86018626,74.13981374,1081,25.84400466,74.15599534
155,45,12651,518,17,236,558.597,136.6936441,-36.69364407,559,136.8644068,-36.86440678
87,37,764,3,1,128,110.339,13.79765625,86.20234375,110,14.0625,85.9375
249,37,178932,2889,50,1586,1707.717,7.674464061,92.32553594,1708,7.692307692,92.30769231
250,37,180031,2890,1,1099,1255.831,14.27033667,85.72966333,1256,14.28571429,85.71428571
223,21,35254,775,2,272,362.156,33.14558824,66.85441176,362,33.08823529,66.91176471
218,45,95472,1894,47,1282,1361.324,6.187519501,93.8124805,1361,6.16224649,93.83775351
211,47,100822,1020,21,1778,2501.265,40.67857143,59.32142857,2501,40.66366704,59.33633296
76,28,12,0,0,2,2.928,46.4,53.6,3,50,50
129,47,14512,241,4,346,317.527,8.229190751,91.77080925,318,8.092485549,91.90751445
143,13,39387,1808,50,1031,588.825,42.88797284,57.11202716,589,42.87099903,57.12900097
191,13,107333,2930,8,2838,2686.263,5.346617336,94.65338266,2686,5.355884426,94.64411557
117,12,30680,1074,19,684,717.171,4.849561404,95.1504386,717,4.824561404,95.1754386
264,1,144962,2437,0,798,803.697,0.713909774,99.28609023,804,0.751879699,99.2481203
71,51,15,0,0,7,3.116,55.48571429,44.51428571,3,57.14285714,42.85714286
252,13,297429,6070,26,1744,1550.94,11.06995413,88.93004587,1551,11.06651376,88.93348624
321,28,135803,3581,36,905,1464.027,61.77093923,38.22906077,1464,61.7679558,38.2320442
261,12,666507,13086,147,3273,2813.729,14.03211121,85.96788879,2814,14.02383135,85.97616865
173,51,58465,1620,9,471,528.444,12.19617834,87.80382166,528,12.10191083,87.89808917
212,47,102871,1033,13,2049,2572.136,25.53128355,74.46871645,2572,25.52464617,74.47535383
289,37,238939,3874,18,2532,2074.099,18.08455766,81.91544234,2074,18.08846761,81.91153239
226,13,234964,4538,82,2816,3686.265,30.90429688,69.09570313,3686,30.89488636,69.10511364
86,12,2352,29,6,491,370.637,24.51384929,75.48615071,371,24.43991853,75.56008147
163,13,54011,2375,46,1101,447.481,59.3568574,40.6431426,447,59.40054496,40.59945504
181,47,42297,592,8,2125,1189.089,44.04287059,55.95712941,1189,44.04705882,55.95294118
295,21,90996,1363,21,1452,1285.925,11.43767218,88.56232782,1286,11.43250689,88.56749311
128,47,14166,237,-2,228,254.483,11.61535088,88.38464912,254,11.40350877,88.59649123
270,13,330612,6914,40,1442,1641.65,13.84535368,86.15464632,1642,13.86962552,86.13037448
234,47,140844,1549,61,1669,1347.266,19.27705213,80.72294787,1347,19.29298981,80.70701019
87,13,2367,65,5,524,345.306,34.1019084,65.8980916,345,34.16030534,65.83969466
257,12,656485,12608,8,2395,1919.655,19.8473904,80.1526096,1920,19.83298539,80.16701461
279,1,159713,2559,1,544,891.885,63.94944853,36.05055147,892,63.97058824,36.02941176
197,37,91563,1568,16,1816,1944.669,7.085297357,92.91470264,1945,7.103524229,92.89647577
240,13,272456,5393,82,2819,2670.022,5.284781838,94.71521816,2670,5.285562256,94.71443774
83,37,297,0,0,42,74.058,76.32857143,23.67142857,74,76.19047619,23.80952381
316,28,130665,3514,17,1271,1306.902,2.824704957,97.17529504,1307,2.832415421,97.16758458
221,21,34758,772,8,962,604.478,37.16444906,62.83555094,604,37.21413721,62.78586279
249,51,126926,2678,1,1199,697.161,41.85479566,58.14520434,697,41.86822352,58.13177648
162,21,11883,484,7,175,303.897,73.65542857,26.34457143,304,73.71428571,26.28571429
253,13,299621,6128,58,2192,2023.861,7.670574818,92.32942518,2024,7.664233577,92.33576642
149,37,25413,827,33,784,957.927,22.18456633,77.81543367,958,22.19387755,77.80612245
311,28,125885,3433,14,1031,909.188,11.81493695,88.18506305,909,11.83317168,88.16682832
157,51,49397,1460,7,865,839.779,2.915722543,97.08427746,840,2.89017341,97.10982659
107,47,6262,141,7,426,170.606,59.95164319,40.04835681,171,59.85915493,40.14084507
216,51,94251,2244,26,1145,975.479,14.80532751,85.19467249,975,14.84716157,85.15283843
301,12,776215,16505,56,4226,4034.494,4.531613819,95.46838618,4034,4.54330336,95.45669664
286,28,105941,3115,14,1009,949.395,5.907333994,94.09266601,949,5.946481665,94.05351833
309,47,269802,3478,24,3445,2521.942,26.79413643,73.20586357,2522,26.79245283,73.20754717
148,28,14372,692,21,328,386.868,17.94756098,82.05243902,387,17.98780488,82.01219512
285,45,157406,3552,1,785,799.428,1.837961783,98.16203822,799,1.78343949,98.21656051
206,1,76136,1439,40,1792,1603.222,10.53448661,89.46551339,1603,10.546875,89.453125
284,45,156621,3551,21,945,919.96,2.64973545,97.35026455,920,2.645502646,97.35449735
319,28,134309,3543,3,969,1263.33,30.374613,69.625387,1263,30.34055728,69.65944272
202,12,355899,5072,90,10287,10999.477,6.925993973,93.07400603,10999,6.921357053,93.07864295
320,37,312235,4806,50,3117,3531.305,13.29178697,86.70821303,3531,13.28200192,86.71799808
324,28,140429,3642,23,1638,1561.777,4.653418803,95.3465812,1562,4.63980464,95.36019536
250,45,124952,2887,10,663,837.535,26.32503771,73.67496229,838,26.39517345,73.60482655
248,28,85939,2558,22,823,776.487,5.65164034,94.34835966,776,5.710814095,94.28918591
68,45,6,0,0,4,1.989,50.275,49.725,2,50,50
164,45,17170,593,5,729,602.269,17.38422497,82.61577503,602,17.42112483,82.57887517
146,13,41622,1830,3,532,667.206,25.41466165,74.58533835,667,25.37593985,74.62406015
155,21,10410,450,8,225,297.143,32.06355556,67.93644444,297,32,68
97,37,2870,33,2,285,209.076,26.64,73.36,209,26.66666667,73.33333333
199,47,73819,815,19,2279,2175.158,4.556472137,95.44352786,2175,4.563405002,95.436595
78,37,62,0,0,22,15.125,31.25,68.75,15,31.81818182,68.18181818
84,1,242,0,0,46,85.403,85.65869565,14.34130435,85,84.7826087,15.2173913
121,28,7212,282,32,643,346.553,46.1037325,53.8962675,347,46.03421462,53.96578538
152,37,28590,886,9,916,723.481,21.01735808,78.98264192,723,21.069869,78.930131
237,37,158678,2535,4,1389,1432.845,3.156587473,96.84341253,1433,3.16774658,96.83225342
212,13,186426,3671,29,4183,4454.587,6.492636863,93.50736314,4455,6.50251016,93.49748984
105,12,20984,571,72,590,1033.895,75.23644068,24.76355932,1034,75.25423729,24.74576271
161,51,52177,1514,18,439,618.409,40.86765376,59.13234624,618,40.77448747,59.22551253
318,12,858585,17445,73,6760,4999.406,26.04428994,73.95571006,4999,26.05029586,73.94970414
247,51,124779,2662,10,1111,1049.749,5.513141314,94.48685869,1050,5.490549055,94.50945095
230,1,109004,1925,27,571,1130.632,98.00910683,1.99089317,1131,98.07355517,1.926444834
98,37,3221,46,13,351,246.533,29.76267806,70.23732194,247,29.62962963,70.37037037
123,28,7441,291,10,229,190.054,17.0069869,82.9930131,190,17.03056769,82.96943231
121,47,10735,199,7,603,345.462,42.70945274,57.29054726,345,42.78606965,57.21393035
135,13,33657,1527,22,326,670.87,105.7883436,-5.788343558,671,105.8282209,-5.828220859
330,51,228901,4029,21,2600,2342.285,9.912115385,90.08788462,2342,9.923076923,90.07692308
91,1,999,13,7,52,148.178,184.9576923,-84.95769231,148,184.6153846,-84.61538462
302,1,187706,2911,19,1269,1352.129,6.550748621,93.44925138,1352,6.540583136,93.45941686
273,1,153554,2517,16,571,1112.058,94.75621716,5.243782837,1112,94.74605954,5.253940455
282,47,209447,2705,63,1992,1753.07,11.99447791,88.00552209,1753,11.99799197,88.00200803
88,21,394,9,1,92,49.207,46.51413043,53.48586957,49,46.73913043,53.26086957
202,45,71445,1164,9,1459,1679.56,15.11720356,84.88279644,1680,15.14736121,84.85263879
104,28,3087,111,13,145,226.122,55.9462069,44.0537931,226,55.86206897,44.13793103
287,28,106817,3140,25,876,975.055,11.3076484,88.6923516,975,11.30136986,88.69863014
193,21,19121,622,2,451,364.553,19.16784922,80.83215078,365,19.06873614,80.93126386
289,13,358533,7492,22,1864,1500.119,19.52151288,80.47848712,1500,19.527897,80.472103
233,13,254163,4904,55,2939,2703.386,8.016808438,91.98319156,2703,8.029942157,91.97005784
120,1,7105,260,17,158,299.876,89.79493671,10.20506329,300,89.87341772,10.12658228
172,45,23786,644,5,1155,889.612,22.97731602,77.02268398,890,22.94372294,77.05627706
238,12,599176,10580,183,2665,5324.632,99.79857411,0.201425891,5325,99.81238274,0.187617261
96,12,11961,221,26,788,1136.673,44.24784264,55.75215736,1137,44.2893401,55.7106599
282,45,154755,3514,12,1050,892.346,15.01466667,84.98533333,892,15.04761905,84.95238095
104,13,13289,481,34,1086,959.397,11.65773481,88.34226519,959,11.69429098,88.30570902
267,1,147153,2488,31,569,1162.143,104.243058,-4.243057996,1162,104.2179262,-4.217926186
248,1,130393,2266,33,1108,1101.631,0.574819495,99.42518051,1102,0.541516245,99.45848375
239,37,161466,2606,36,1342,1681.831,25.32272727,74.67727273,1682,25.33532042,74.66467958
327,45,206295,4283,9,1277,1597.052,25.06280345,74.93719655,1597,25.0587314,74.9412686
315,21,124646,1590,14,2079,1915.694,7.855026455,92.14497354,1916,7.84030784,92.15969216
248,51,125727,2677,15,948,1020.087,7.604113924,92.39588608,1020,7.594936709,92.40506329
90,1,947,6,2,117,139.567,19.28803419,80.71196581,140,19.65811966,80.34188034
126,28,8422,374,32,215,373.731,73.82837209,26.17162791,374,73.95348837,26.04651163
231,21,40299,830,12,608,624.78,2.759868421,97.24013158,625,2.796052632,97.20394737
273,28,98190,2969,48,1141,1135.349,0.495267309,99.50473269,1135,0.525854514,99.47414549
185,12,175718,3684,67,9415,6997.471,25.67741901,74.32258099,6997,25.68242167,74.31757833
184,51,63735,1816,30,532,654.259,22.98101504,77.01898496,654,22.93233083,77.06766917
171,21,13454,522,2,257,189.185,26.38715953,73.61284047,189,26.45914397,73.54085603
218,1,94819,1698,30,972,1492.828,53.58312757,46.41687243,1493,53.60082305,46.39917695
169,47,32143,497,4,313,752.623,140.4546326,-40.45463259,753,140.5750799,-40.57507987
131,45,7653,331,1,122,190.094,55.8147541,44.1852459,190,55.73770492,44.26229508
314,13,406904,8223,29,1648,2600.57,57.80157767,42.19842233,2601,57.8276699,42.1723301
234,37,154018,2494,29,2075,1747.216,15.79681928,84.20318072,1747,15.80722892,84.19277108
265,28,94021,2846,36,465,803.852,72.87139785,27.12860215,804,72.90322581,27.09677419
333,37,357958,5219,9,3444,2788.603,19.03011034,80.96988966,2789,19.01858304,80.98141696
218,12,497181,7627,225,5408,6046.868,11.81338757,88.18661243,6047,11.8158284,88.1841716
237,13,264540,5156,24,2441,1987.48,18.57927079,81.42072921,1987,18.59893486,81.40106514
88,45,660,15,2,121,89.622,25.9322314,74.0677686,90,25.61983471,74.38016529
148,45,10623,466,20,207,461.903,123.1415459,-23.14154589,462,123.1884058,-23.1884058
182,45,36399,739,19,1755,1295.846,26.16262108,73.83737892,1296,26.15384615,73.84615385
327,1,232506,3457,0,1798,1777.041,1.165684093,98.83431591,1777,1.167964405,98.8320356
289,28,109255,3160,8,1116,902.37,19.14247312,80.85752688,902,19.17562724,80.82437276
139,21,7935,346,12,247,187.912,23.92226721,76.07773279,188,23.88663968,76.11336032
242,21,47577,921,3,820,388.009,52.68182927,47.31817073,388,52.68292683,47.31707317
163,37,39483,1064,11,1310,1115.871,14.81900763,85.18099237,1116,14.80916031,85.19083969
282,51,156649,3344,16,1114,1136.452,2.015439856,97.98456014,1136,1.97486535,98.02513465
100,12,16323,371,48,1089,1072.434,1.521212121,98.47878788,1072,1.561065197,98.4389348
237,51,114636,2495,24,1006,926.167,7.935685885,92.06431412,926,7.952286282,92.04771372
170,45,21548,621,4,992,623.201,37.17731855,62.82268145,623,37.19758065,62.80241935
332,1,242874,3572,0,917,1884.993,105.5608506,-5.5608506,1885,105.561614,-5.561613959
100,13,10693,413,42,613,1030.754,68.14910277,31.85089723,1031,68.18923328,31.81076672
103,1,3583,61,1,321,220.807,31.21277259,68.78722741,221,31.15264798,68.84735202
140,28,11967,570,15,263,366.498,39.35285171,60.64714829,366,39.1634981,60.8365019
197,13,129193,3091,37,4102,3848.092,6.189858606,93.81014139,3848,6.192101414,93.80789859
